Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv628,Linux,Red Hat Enterprise Linux,7/02/2027,In Progress,Cloud,7 years,File Storage,Medium,Yes,N/A,Team Analytics Team,Quarterly checks,99.43% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$6726/year,382W,Yes,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,3/12/2024,-,28/08/2024
Srv629,Linux,Windows Server 2016,14/05/2025,Not Started,Data Center,8 years,Web Server,Low,Yes,Completed,Team Analytics Team,Monthly updates,99.23% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,High,$4566/year,432W,No,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,31/03/2025,-,28/08/2024
Srv630,Linux,Windows Server 2016,25/08/2026,Not Started,Cloud,4 years,Development Server,Low,No,In Progress,Team Development Team,Annual maintenance,99.52% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,High,$4997/year,456W,Yes,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,Active,Hardware recycling,3/10/2029,See notes,28/08/2024
Srv631,Windows Server,Red Hat Enterprise Linux,19/09/2025,In Progress,Data Center,6 years,Application Server,High,Yes,Not Started,Team Analytics Team,Quarterly checks,99.03% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,Moderate,$1137/year,448W,Yes,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,Hardware recycling,24/07/2029,See notes,28/08/2024
Srv632,Windows Server,Red Hat Enterprise Linux,14/12/2024,Unknown,Data Center,4 years,File Storage,Low,No,Not Started,Team Analytics Team,Quarterly checks,99.61% uptime,"32GB RAM, 2TB SSD",Apache,None,Moderate,$1468/year,507W,No,Not Configured,Defined,Need faster replacement,Q1 Server Review,Unsupported,Hardware recycling,14/09/2027,-,28/08/2024
Srv633,Windows Server,Ubuntu 20.04,29/09/2026,On Hold,Cloud,5 years,File Storage,Medium,No,In Progress,Team Analytics Team,Monthly updates,99.59% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,None,$1580/year,270W,Yes,Up-to-date,Defined,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,8/01/2030,See notes,28/08/2024
Srv634,Linux,Windows Server 2016,31/01/2025,Decommissioned,Data Center,10 years,Database Server,High,No,N/A,Team IT Operations,Quarterly checks,99.58% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$6709/year,272W,Yes,Incomplete,Not applicable,No issues,Q3 Risk Assessment,End of Support,Recycling planned,12/08/2028,See notes,28/08/2024
Srv635,Windows Server,Red Hat Enterprise Linux,22/07/2025,On Hold,On-Premise,4 years,Application Server,Low,Yes,Completed,Team Analytics Team,Monthly updates,99.25% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$2061/year,358W,No,Incomplete,Defined,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,7/07/2029,-,28/08/2024
Srv636,Linux,Red Hat Enterprise Linux,6/09/2025,In Progress,On-Premise,7 years,Web Server,High,Yes,N/A,Team Development Team,Monthly updates,99.29% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,Moderate,$5729/year,244W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Active,-,21/06/2029,See notes,28/08/2024
Srv637,Windows Server,Windows Server 2016,28/01/2025,On Hold,Data Center,2 years,File Storage,Low,No,Not Started,Team Development Team,Monthly updates,99.38% uptime,"16GB RAM, 1TB HDD",None,None,None,$3840/year,240W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,Hardware recycling,5/06/2027,-,28/08/2024
Srv638,Linux,Ubuntu 20.04,17/05/2027,Delayed,Cloud,8 years,File Storage,High,No,In Progress,Team IT Operations,Monthly updates,99.35% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,Moderate,$5208/year,290W,Yes,Up-to-date,Defined,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,24/12/2024,-,28/08/2024
Srv639,Linux,Red Hat Enterprise Linux,7/03/2025,Decommissioned,Cloud,3 years,Web Server,Medium,Yes,Completed,Team IT Operations,Monthly updates,99.63% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$1860/year,236W,Yes,Not Configured,Not applicable,No issues,Q1 Server Review,Unsupported,Hardware recycling,6/01/2027,See notes,28/08/2024
Srv640,Windows Server,Red Hat Enterprise Linux,13/05/2027,On Hold,On-Premise,4 years,Database Server,Medium,No,N/A,Team Development Team,Annual maintenance,99.09% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$2169/year,271W,Yes,Incomplete,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Active,Hardware recycling,10/04/2028,-,28/08/2024
Srv641,Windows Server,Ubuntu 20.04,16/12/2026,On Hold,Data Center,8 years,Development Server,Medium,Yes,Not Started,Team IT Operations,Annual maintenance,99.98% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$2088/year,386W,No,Up-to-date,Defined,Need faster replacement,Q1 Server Review,End of Support,-,2/07/2025,-,28/08/2024
Srv642,Windows Server,Ubuntu 20.04,15/12/2026,Decommissioned,Data Center,7 years,Application Server,Medium,Yes,In Progress,Team Development Team,Monthly updates,99.64% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$2161/year,398W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,Active,Hardware recycling,16/06/2029,See notes,28/08/2024
Srv643,Windows Server,Red Hat Enterprise Linux,20/01/2025,Delayed,Data Center,4 years,Application Server,Low,Yes,In Progress,Team Analytics Team,Annual maintenance,99.69% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$5037/year,296W,Yes,Not Configured,Not applicable,No issues,Q2 Budget Planning,End of Support,Recycling planned,31/07/2026,See notes,28/08/2024
Srv644,Windows Server,Red Hat Enterprise Linux,9/01/2026,Unknown,Cloud,7 years,Development Server,Medium,Yes,In Progress,Team IT Operations,Annual maintenance,99.65% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,Moderate,$2337/year,467W,Yes,Not Configured,Defined,Concerns about data migration,Q1 Server Review,End of Support,Recycling planned,2/06/2025,-,28/08/2024
Srv645,Windows Server,Ubuntu 20.04,22/08/2025,On Hold,Data Center,5 years,File Storage,Medium,No,In Progress,Team IT Operations,Annual maintenance,99.38% uptime,"16GB RAM, 1TB HDD",MySQL,None,High,$2277/year,488W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,2/12/2026,-,28/08/2024
Srv646,Linux,Ubuntu 20.04,16/08/2025,Not Started,Data Center,3 years,File Storage,High,No,In Progress,Team IT Operations,Annual maintenance,99.41% uptime,"16GB RAM, 1TB HDD",None,None,High,$3570/year,279W,No,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,Unsupported,-,18/11/2027,See notes,28/08/2024
Srv647,Windows Server,Windows Server 2016,7/06/2025,Not Started,Cloud,6 years,File Storage,Low,No,Not Started,Team Development Team,Monthly updates,99.45% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,Moderate,$6161/year,549W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,27/06/2029,See notes,28/08/2024
Srv648,Windows Server,Red Hat Enterprise Linux,2/03/2025,On Hold,Cloud,9 years,Database Server,Low,Yes,In Progress,Team Development Team,Annual maintenance,99.12% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,None,$1273/year,364W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,-,20/01/2025,See notes,28/08/2024
Srv649,Linux,Windows Server 2016,10/12/2025,Unknown,On-Premise,4 years,Database Server,High,No,In Progress,Team IT Operations,Quarterly checks,99.77% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,High,$4985/year,241W,Yes,Not Configured,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,Hardware recycling,18/09/2027,See notes,28/08/2024
Srv650,Windows Server,Windows Server 2016,4/06/2025,Unknown,On-Premise,1 years,Web Server,Medium,Yes,Not Started,Team Analytics Team,Monthly updates,99.50% uptime,"8GB RAM, 500GB SSD",MySQL,None,Moderate,$4502/year,425W,No,Incomplete,Not applicable,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,25/02/2026,-,28/08/2024
Srv651,Linux,Red Hat Enterprise Linux,2/10/2025,Delayed,Data Center,7 years,Database Server,Low,No,In Progress,Team Development Team,Monthly updates,99.07% uptime,"16GB RAM, 1TB HDD",MySQL,None,High,$5702/year,314W,No,Incomplete,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,Hardware recycling,1/01/2029,-,28/08/2024
Srv652,Linux,Windows Server 2016,18/11/2025,In Progress,On-Premise,5 years,Development Server,Low,No,In Progress,Team IT Operations,Quarterly checks,99.89% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$2464/year,326W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,End of Support,Hardware recycling,25/06/2028,See notes,28/08/2024
Srv653,Linux,Windows Server 2016,9/03/2027,In Progress,Data Center,7 years,Database Server,Low,Yes,N/A,Team IT Operations,Monthly updates,99.76% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,High,$3410/year,286W,No,Up-to-date,Not applicable,Concerns about data migration,Q3 Risk Assessment,Active,-,15/06/2027,-,28/08/2024
Srv654,Windows Server,Windows Server 2016,20/10/2025,Unknown,On-Premise,6 years,Application Server,Low,No,Not Started,Team Analytics Team,Annual maintenance,99.06% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,Moderate,$4770/year,393W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,30/11/2026,See notes,28/08/2024
Srv655,Windows Server,Red Hat Enterprise Linux,16/09/2026,Decommissioned,Data Center,10 years,Application Server,Medium,Yes,In Progress,Team Development Team,Monthly updates,99.00% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,None,$1078/year,548W,No,Incomplete,Not applicable,No issues,Q3 Risk Assessment,Unsupported,-,18/10/2027,-,28/08/2024
Srv656,Linux,Red Hat Enterprise Linux,14/10/2024,Decommissioned,On-Premise,3 years,File Storage,High,No,N/A,Team Analytics Team,Monthly updates,99.37% uptime,"8GB RAM, 500GB SSD",SQL Server,None,Moderate,$6038/year,467W,Yes,Incomplete,Defined,Concerns about data migration,Q1 Server Review,End of Support,Hardware recycling,30/10/2025,-,28/08/2024
Srv657,Windows Server,Ubuntu 20.04,6/01/2026,Unknown,On-Premise,7 years,Application Server,High,Yes,N/A,Team IT Operations,Annual maintenance,99.69% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$3708/year,583W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,Recycling planned,9/05/2026,See notes,28/08/2024
Srv658,Windows Server,Windows Server 2016,24/06/2025,Not Started,On-Premise,7 years,Application Server,Low,No,Completed,Team IT Operations,Quarterly checks,99.99% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,Moderate,$2395/year,371W,Yes,Incomplete,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,-,19/04/2027,See notes,28/08/2024
Srv659,Linux,Red Hat Enterprise Linux,21/08/2025,Delayed,On-Premise,6 years,Application Server,High,Yes,Not Started,Team Analytics Team,Annual maintenance,99.22% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$5450/year,285W,No,Not Configured,Not applicable,No issues,Q3 Risk Assessment,End of Support,-,30/05/2025,-,28/08/2024
Srv660,Linux,Red Hat Enterprise Linux,31/03/2027,Not Started,On-Premise,5 years,Web Server,Low,Yes,Completed,Team Development Team,Monthly updates,99.69% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,High,$2107/year,501W,Yes,Not Configured,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,24/02/2029,See notes,28/08/2024
Srv661,Linux,Red Hat Enterprise Linux,27/06/2026,In Progress,Cloud,5 years,File Storage,High,Yes,Completed,Team Development Team,Annual maintenance,99.54% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,Moderate,$5498/year,589W,No,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,26/12/2029,-,28/08/2024
Srv662,Linux,Ubuntu 20.04,12/09/2025,Unknown,Data Center,3 years,Development Server,Medium,No,In Progress,Team Development Team,Quarterly checks,99.01% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,Moderate,$2522/year,337W,No,Up-to-date,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,Hardware recycling,22/07/2028,See notes,28/08/2024
Srv663,Linux,Red Hat Enterprise Linux,16/05/2027,Delayed,Cloud,10 years,File Storage,Low,Yes,In Progress,Team Analytics Team,Quarterly checks,99.53% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,Moderate,$1655/year,484W,No,Up-to-date,Not applicable,Need faster replacement,Q2 Budget Planning,Active,-,20/11/2029,See notes,28/08/2024
Srv664,Windows Server,Ubuntu 20.04,2/04/2025,Delayed,On-Premise,2 years,Web Server,Low,Yes,N/A,Team Development Team,Monthly updates,99.15% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,Moderate,$2443/year,290W,No,Incomplete,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,-,31/12/2026,See notes,28/08/2024
Srv665,Linux,Red Hat Enterprise Linux,22/10/2024,Not Started,On-Premise,3 years,Web Server,Low,Yes,Not Started,Team Analytics Team,Annual maintenance,99.82% uptime,"32GB RAM, 2TB SSD",None,None,Moderate,$2587/year,475W,No,Up-to-date,Not applicable,Need faster replacement,Q2 Budget Planning,Active,-,6/08/2027,-,28/08/2024
Srv666,Windows Server,Red Hat Enterprise Linux,16/04/2025,Not Started,Data Center,2 years,File Storage,High,Yes,Completed,Team IT Operations,Annual maintenance,99.20% uptime,"16GB RAM, 1TB HDD",None,None,None,$2040/year,303W,No,Incomplete,Offsite backup plan,No issues,Q1 Server Review,Unsupported,-,2/07/2025,-,28/08/2024
Srv667,Windows Server,Windows Server 2016,13/06/2026,Unknown,Cloud,2 years,Application Server,Medium,No,Not Started,Team IT Operations,Quarterly checks,99.81% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,None,$2010/year,270W,No,Incomplete,Defined,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,4/12/2024,See notes,28/08/2024
Srv668,Linux,Windows Server 2016,17/07/2025,Unknown,Data Center,4 years,Database Server,Low,Yes,In Progress,Team Development Team,Annual maintenance,99.93% uptime,"8GB RAM, 500GB SSD",SQL Server,HIPAA Compliance,High,$3945/year,579W,Yes,Not Configured,Not applicable,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,15/03/2029,See notes,28/08/2024
Srv669,Linux,Red Hat Enterprise Linux,24/11/2025,Unknown,Data Center,2 years,Web Server,High,No,In Progress,Team Analytics Team,Quarterly checks,99.23% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$4675/year,457W,Yes,Up-to-date,Not applicable,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,20/10/2029,-,28/08/2024
Srv670,Linux,Ubuntu 20.04,4/12/2024,On Hold,Data Center,5 years,Application Server,Low,No,Completed,Team Analytics Team,Monthly updates,99.84% uptime,"8GB RAM, 500GB SSD",MySQL,None,None,$4183/year,585W,No,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,End of Support,-,30/07/2029,See notes,28/08/2024
Srv671,Windows Server,Ubuntu 20.04,22/03/2026,On Hold,On-Premise,7 years,Application Server,High,No,In Progress,Team IT Operations,Annual maintenance,99.95% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,None,$1924/year,265W,No,Up-to-date,Defined,Need faster replacement,Q3 Risk Assessment,Unsupported,Hardware recycling,5/02/2029,See notes,28/08/2024
Srv672,Linux,Red Hat Enterprise Linux,22/04/2027,On Hold,On-Premise,7 years,File Storage,Medium,No,In Progress,Team Development Team,Monthly updates,99.83% uptime,"8GB RAM, 500GB SSD",None,None,High,$2989/year,469W,No,Not Configured,Defined,Need faster replacement,Q3 Risk Assessment,End of Support,-,2/05/2025,-,28/08/2024
Srv673,Windows Server,Red Hat Enterprise Linux,21/05/2026,Not Started,On-Premise,9 years,Development Server,Medium,No,Completed,Team Development Team,Quarterly checks,99.73% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,None,$6295/year,345W,Yes,Incomplete,Not applicable,Concerns about data migration,Q3 Risk Assessment,Unsupported,-,22/02/2027,See notes,28/08/2024
Srv674,Windows Server,Windows Server 2016,29/07/2025,Not Started,On-Premise,7 years,File Storage,Low,Yes,Completed,Team Development Team,Annual maintenance,99.81% uptime,"8GB RAM, 500GB SSD",Apache,GDPR Compliance,High,$6940/year,277W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,Active,Hardware recycling,17/06/2025,See notes,28/08/2024
Srv675,Windows Server,Ubuntu 20.04,10/11/2026,Delayed,Data Center,1 years,Web Server,Low,Yes,In Progress,Team IT Operations,Annual maintenance,99.09% uptime,"32GB RAM, 2TB SSD",MySQL,None,High,$6718/year,552W,No,Incomplete,Not applicable,Concerns about data migration,Q3 Risk Assessment,Unsupported,Hardware recycling,22/12/2028,See notes,28/08/2024
Srv676,Linux,Ubuntu 20.04,27/09/2026,On Hold,On-Premise,5 years,Web Server,Medium,No,N/A,Team Analytics Team,Quarterly checks,99.94% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$1495/year,422W,Yes,Not Configured,Defined,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,28/05/2026,See notes,28/08/2024
Srv677,Windows Server,Windows Server 2016,25/01/2027,Unknown,Data Center,6 years,File Storage,Medium,No,In Progress,Team Analytics Team,Annual maintenance,99.08% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$6724/year,209W,No,Up-to-date,Not applicable,Concerns about data migration,Q3 Risk Assessment,Unsupported,-,20/01/2026,See notes,28/08/2024
Srv678,Linux,Ubuntu 20.04,5/11/2024,On Hold,Data Center,3 years,Application Server,Medium,Yes,Not Started,Team Analytics Team,Annual maintenance,99.32% uptime,"8GB RAM, 500GB SSD",MySQL,None,None,$3594/year,295W,No,Not Configured,Defined,No issues,Q1 Server Review,Active,Hardware recycling,24/10/2026,-,28/08/2024
Srv679,Windows Server,Ubuntu 20.04,27/04/2026,Unknown,Data Center,9 years,Application Server,Low,Yes,N/A,Team Development Team,Annual maintenance,99.54% uptime,"32GB RAM, 2TB SSD",SQL Server,HIPAA Compliance,High,$1855/year,444W,No,Up-to-date,Defined,No issues,Q3 Risk Assessment,End of Support,-,31/12/2027,See notes,28/08/2024
Srv680,Linux,Ubuntu 20.04,31/10/2025,Decommissioned,On-Premise,3 years,Database Server,High,Yes,Completed,Team Analytics Team,Monthly updates,99.70% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,Moderate,$3509/year,504W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,Active,Recycling planned,22/09/2025,-,28/08/2024
Srv681,Linux,Ubuntu 20.04,11/06/2026,On Hold,Cloud,8 years,Application Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.97% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$3292/year,358W,Yes,Up-to-date,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,-,23/09/2025,-,28/08/2024
Srv682,Windows Server,2019,2/05/2027,Delayed,Data Center,5 years,Database Server,Medium,Yes,Not Started,IT Operations,Annual maintenance,99.8% uptime,"8GB RAM, 500GB SSD",SQL Server,HIPAA Compliance,Moderate,$6670/year,474W,Yes,Incomplete,Not applicable,No issues,Q1 Server Review,Active,Hardware recycling,25/11/2025,See notes for more details,28/08/2024
